186,302,3
305,451,3
200,222,5
194,274,2
234,1184,2
167,486,4
308,1,4
290,88,4
276,796,1
7,32,4
10,16,4
284,304,4
201,979,2
276,564,3
290,143,5
292,515,4
20,288,1
201,219,4
167,232,1
189,512,4
194,165,4
276,54,3
145,275,2
250,496,4
264,200,5
194,385,2
250,264,3
250,140,3
7,479,4
194,1211,2
305,427,5
194,466,4
10,486,4
305,117,2
7,455,4
200,673,5
276,322,3
207,476,2
292,174,5
305,471,4
194,181,3
54,106,3
276,1091,3
305,214,2
194,1028,2
294,109,4
200,318,5
207,591,3
36,339,5
250,7,4
194,54,3
192,476,2
100,344,4
234,141,3
7,382,4
264,813,4
201,146,1
113,595,5
292,11,5
275,98,4
189,520,5
201,695,1
145,237,5
201,767,4
145,15,2
200,304,5
54,595,3
308,1197,4
276,2,4
294,271,5
308,649,4
191,302,4
200,96,5
275,597,3
207,258,4
207,1115,2
305,425,4
10,175,3
191,286,4
194,66,3
234,206,4
308,402,4
308,640,4
234,612,3
7,163,4
234,1451,3
275,405,2
239,56,4
250,238,4
201,649,3
250,596,5
201,960,2
111,328,4
189,1060,5
7,430,3
73,480,4
290,50,5
189,526,4
264,294,3
200,365,5
54,742,5
276,922,4
276,57,3
234,187,4
264,721,5
10,611,5
276,142,3
308,427,4
192,1061,4
234,448,3
305,71,3
308,55,3
276,40,3
308,81,5
239,1099,5
10,7,4
294,931,3
118,200,5
10,100,5
276,70,4
189,56,5
226,242,5
276,417,4
7,497,4
234,1462,3
264,655,4
207,13,3
292,661,5
276,188,4
308,295,3
200,11,5
234,626,4
2,292,4
234,318,4
7,492,5
290,161,4
239,1070,5
234,10,3
308,187,5
276,64,5
192,948,3
201,272,3
201,1100,4
276,181,5
189,20,5
234,81,3
29,245,3
186,566,5
118,774,5
7,661,5
207,318,5
234,487,3
7,648,5
195,1052,1
194,172,3
167,659,4
54,302,4
239,272,5
194,23,4
276,294,4
207,845,3
305,654,4
191,751,3
7,378,5
10,461,3
194,152,3
7,200,5
113,126,5
292,589,4
284,322,3
36,748,4
111,301,4
305,512,4
190,977,2
201,203,5
20,208,2
275,186,3
195,273,4
2,251,5
292,9,4
7,543,3
234,632,2
24,64,5
7,554,3
7,472,2
226,56,4
308,1286,3
145,56,5
239,491,5
186,250,1
73,206,3
239,194,5
239,513,5
201,518,4
239,234,3
194,77,3
100,354,2
275,418,3
195,751,4
7,623,3
239,9,5
275,265,4
275,1091,2
24,191,5
294,1245,3
234,241,2
201,432,3
207,68,2
2,50,5
276,324,4
145,974,1
207,107,3
284,269,4
207,58,3
194,187,4
308,59,4
250,204,2
186,148,4
145,737,2
7,644,5
276,419,5
207,554,2
276,474,5
200,892,4
201,148,1
7,662,3
7,171,3
308,516,4
190,974,2
308,436,4
145,756,2
207,65,3
276,78,4
7,451,5
194,212,1
234,147,3
239,96,5
145,355,3
10,488,5
308,174,4
118,654,5
234,98,4
194,239,3
250,196,4
190,117,4
29,189,4
194,191,4
145,1248,3
200,588,5
305,483,5
186,263,3
276,1081,3
10,285,5
234,228,3
290,208,3
264,448,2
276,357,5
239,475,5
264,70,4
24,763,5
239,430,3
54,676,5
305,79,3
207,25,4
194,160,2
276,568,4
207,1350,2
201,209,3
7,674,2
234,648,3
308,215,3
234,1397,4
239,81,3
100,268,3
294,508,4
294,930,3
310,116,5
276,845,4
308,95,4
200,478,5
290,132,3
145,764,2
105,268,4
200,291,3
145,22,5
234,571,2
195,328,4
290,568,3
234,1186,4
294,282,3
201,747,2
201,215,2
73,657,5
207,1046,4
201,51,2
194,647,4
195,1014,4
194,478,3
234,582,4
7,676,3
145,1245,5
308,848,4
145,448,5
195,300,3
118,475,5
201,1229,3
24,367,2
308,741,4
308,493,3
201,509,3
305,11,1
73,94,1
194,205,3
276,273,4
189,197,5
73,56,4
276,773,3
7,401,4
275,69,3
207,192,3
264,504,5
145,472,3
189,634,3
239,58,5
189,751,4
201,919,3
7,81,5
234,132,4
305,50,5
195,154,3
201,69,2
276,157,5
276,1157,2
7,576,5
250,404,4
234,808,2
289,282,3
207,716,3
250,338,4
276,939,3
308,163,4
201,660,3
276,364,3
207,1436,3
276,226,4
201,206,2
7,228,4
29,332,4
191,754,3
7,151,4
264,33,3
239,529,5
190,302,5
145,743,1
294,127,5
200,24,2
250,244,4
276,1095,1
276,38,3
189,1005,4
36,307,4
308,863,3
305,189,5
74,272,5
194,4,4
239,187,5
201,1010,3
54,685,3
201,403,3
189,1115,4
201,1245,4
207,4,4
234,1015,2
201,79,4
275,449,3
276,550,4
29,539,2
7,580,3
308,559,4
