92,1049,1
145,275,2
92,1079,3
92,77,3
16,944,1
92,172,4
145,237,5
16,64,5
16,705,5
145,15,2
92,229,3
16,197,5
92,501,2
92,587,3
92,168,4
75,284,2
92,794,3
92,739,2
16,55,5
92,515,4
92,121,5
16,194,5
255,1034,1
92,831,2
16,8,5
145,56,5
75,240,1
145,974,1
145,737,2
16,178,5
145,756,2
75,237,2
16,89,2
145,355,3
179,339,1
92,747,4
16,209,5
145,1248,3
92,1209,1
92,241,3
75,546,3
92,540,2
145,764,2
145,22,5
92,176,5
92,180,5
92,790,3
255,472,1
92,216,3
145,1245,5
145,448,5
92,709,2
16,56,5
92,115,3
145,472,3
92,15,3
92,81,3
92,665,3
92,731,4
92,528,4
92,846,3
145,743,1
92,24,3
92,219,4
16,155,3
16,471,3
145,591,4
145,260,4
145,393,5
255,448,3
179,905,4
92,289,3
75,409,3
16,191,5
92,1142,4
255,678,2
92,106,3
75,476,1
92,453,1
92,79,4
145,183,5
145,13,5
145,1,3
145,50,5
145,299,4
145,460,1
92,521,4
255,859,3
16,144,5
255,217,2
16,942,4
92,763,3
16,504,5
92,947,4
145,1001,4
75,121,4
145,172,5
16,92,4
179,751,1
92,781,3
255,879,3
145,315,5
16,168,4
179,258,5
75,1017,5
145,368,3
331,7,4
92,1016,2
331,486,3
92,386,3
145,993,3
255,185,4
145,250,5
92,715,4
75,147,3
92,928,3
145,411,2
145,682,3
75,496,5
92,134,4
145,278,4
92,756,3
331,479,2
145,339,3
92,1095,2
16,70,4
331,133,3
145,443,3
145,1057,1
145,182,5
92,619,4
92,175,4
16,443,5
39,315,4
145,25,2
92,1215,2
92,673,4
92,672,3
39,352,5
331,47,5
92,431,4
145,672,3
179,316,5
255,984,1
255,258,4
16,655,5
16,151,5
331,69,5
145,109,4
255,452,3
92,87,3
92,931,1
92,1212,3
92,85,3
16,288,3
179,895,5
145,1217,2
145,750,4
179,345,1
179,315,5
145,1292,1
255,271,4
145,552,5
255,551,1
75,820,3
39,258,4
16,657,5
75,696,4
16,294,4
145,949,4
145,1102,1
145,717,3
16,22,5
92,132,3
331,1100,2
145,203,5
92,595,3
16,940,2
92,785,3
92,1047,1
145,286,3
179,354,4
92,123,2
145,569,4
16,447,5
92,42,4
16,230,5
92,825,4
145,185,4
145,553,3
92,48,4
145,174,5
92,1041,3
16,228,5
255,249,5
331,190,3
92,778,4
92,281,3
145,200,4
145,281,4
145,637,3
92,252,4
179,305,4
75,475,5
145,1212,2
331,100,4
255,53,3
92,717,3
92,561,3
92,660,4
255,569,1
145,1077,3
145,674,4
39,333,4
145,1208,4
92,423,3
92,628,4
145,120,2
145,665,5
145,159,4
75,472,4
145,896,2
145,471,4
75,271,5
16,96,5
16,546,4
179,1316,3
145,229,3
145,760,2
179,269,3
331,454,3
92,1213,2
16,692,4
255,436,4
92,834,1
16,735,3
92,183,4
92,318,2
179,301,4
92,692,4
92,527,3
255,763,5
92,196,4
92,552,3
145,752,4
92,531,4
75,108,4
92,295,2
92,313,5
16,761,2
92,986,2
16,183,5
375,44,3
16,27,2
145,831,1
